2,,Name,Number,ManagingPartner,State,RegisteredDate
1481,,Feridhoo Holdings,P00942022,Mohamed Najah,Registered,19-Jun-2022
1482,,LANE INN,P00982022,Ahmed Naseem,Registered,21-Jun-2022
1483,,Skymond,P01052022,ASHFAG FIKREE,Registered,23-Jun-2022
1484,,Techwin,P00962022,SHIPWIN LOGISTIC LLP,Registered,21-Jun-2022
1485,,Eight Roots Investment,P00952022,MOHAMED ASHAN,Registered,21-Jun-2022
1486,,Art Brewery,P01002022,Aminath Naufa Nazeer,Registered,21-Jun-2022
1487,,REBOUND SPORTS REHABILITATION AND PHYSIOTHERAPY CLINIC,P01012022,Aishath Suha,Registered,21-Jun-2022
1488,,LEYKOKAA MEDICAL AND REHABILITATION CENTRE,P01062022,AHMED AHSAN,Registered,26-Jun-2022
1489,,ARIFIYAALHO,P01082022,Mohamed Urwath,Registered,27-Jun-2022
1490,,Hand over,P01042022,ADAM SALEEM,Registered,23-Jun-2022
1491,,Infinity Homes,P01072022,ABDULLA NAFIZ,Registered,27-Jun-2022
1492,,NirisS Embroidery,P01122022,Mohamed Nazlee,Registered,04-Jul-2022
1493,,TU CASA,P01092022,Ahmed Janaah,Registered,28-Jun-2022
1494,,Rashu Bike,P01112022,NABEEL NASIR,Registered,30-Jun-2022
1495,,BLOOD BROTHERS,P01102022,Siddeeg Gasim,Registered,29-Jun-2022
1496,,loyal law firm,P01132022,AHMED NASEER,Registered,05-Jul-2022
1497,,VILLAGE MART,P01142022,Mohamed Nizam,Registered,06-Jul-2022
1498,,Accounting Plus MV,P01162022,SAFFAN AHMED,Registered,07-Jul-2022
1499,,ainies,P00082023,NAWAZ ZAHIR,Registered,19-Jan-2023
1500,,Hoali Maldives,P01172022,AMINATH SHIFRA,Registered,19-Jul-2022
1501,,One82,P01152022,Mahmoodh Ibrahim,Registered,07-Jul-2022
1502,,Sube,P01252022,MARIYAM HAFIZA,Registered,15-Aug-2022
1503,,Mune,P01192022,HUSSAIN NIMAL,Registered,25-Jul-2022
1504,,Plus and Minus,P01182022,Fathmath Salva Ibrahim,Registered,24-Jul-2022
1505,,AAHOLA,P01272022,SABIQ MOHAMED,Registered,22-Aug-2022
1506,,Blooming Boutique,P01202022,KHADEEJA MOHAMED WAHEED,Registered,02-Aug-2022
1507,,Alpha Industries,P01212022,Ahmed Yazan Shahdhee,Registered,11-Aug-2022
1508,,URBAN CYNICS,P01242022,MOHAMED NOORADDEEN,Registered,15-Aug-2022
1509,,Kurevi Investment,P01222022,Mansoor Ali,Registered,11-Aug-2022
1510,,Even Tailor,P01612022,Naashidha Mohamed,Registered,19-Oct-2022
1511,,R.N & CO. ATTORNEY'S,P01232022,Mohamed Reehan,Registered,14-Aug-2022
1512,,FAW Investment,P01342022,IBRAHIM FAISAL,Registered,07-Sep-2022
1513,,SHS Group,P00132023,Hussain Mohamed,Registered,22-Jan-2023
1514,,Cloud Home,P01292022,ABDUL RAHEEM ABDUL JALEEL,Registered,22-Aug-2022
1515,,Bandeyri Syndicate,P01282022,HUSSAIN JAWAD,Registered,22-Aug-2022
1516,,RAAJJE MALAMATHI,P01302022,UMYR LLP,Registered,31-Aug-2022
1517,,ON SERVICE,P01312022,IBRAHIM FAZEEL,Registered,04-Sep-2022
1518,,Staycay Thoddoo,P01322022,AHMED NASEER,Registered,04-Sep-2022
1519,,Humaid & Co.,P01332022,ABDULLA HUMAID,Registered,05-Sep-2022
1520,,I & I,P01362022,IBRAHIM RASHEED,Registered,11-Sep-2022
1521,,Orimas Woodworks,P01372022,Mohamed Ibban,Registered,13-Sep-2022
1522,,Munawwar & Co,P01352022,Ibrahim Munawwar,Registered,08-Sep-2022
1523,,Go Dream,P01382022,ALI YAAMEEN,Registered,15-Sep-2022
1524,,MOHAN MUTHA HUTA HEGERFELD,P00112023,MOHAN MUTHA EXPORTS PRIVATE LIMITED,Registered,22-Jan-2023
1525,,Infinitude Maldives,P01422022,Mausooma Rasheed,Registered,24-Sep-2022
1526,,FNA ENGINEERING,P01452022,ABDULLA NAZIH,Registered,29-Sep-2022
1527,,AALII INVESTMENT,P01392022,Zahidha Ibrahim,Registered,15-Sep-2022
1528,,Mochico investment Maldives,P01542022,ISMAIL SIYAR,Registered,13-Oct-2022
1529,,DIA CHAMBER,P01822022,AISHATH NASHEEDA HUSSAIN,Registered,28-Nov-2022
1530,,PETSTOP,P01402022,Mariyam Naaz Niyaz,Registered,21-Sep-2022
1531,,Amazing Our World Maldives,P01412022,ABDUL RAUF ISMAIL,Registered,21-Sep-2022
1532,,M.M CHAMBERS,P01442022,MARIYAM MUNA,Registered,25-Sep-2022
1533,,Kanneiy bar,P01432022,Mohamed Waseem Ahmed,Registered,25-Sep-2022
1534,,WS Construction,P01472022,Mohamed Inayath,Registered,29-Sep-2022
1535,,Total Safety Service,P01482022,HUSSAIN ASLAM,Registered,29-Sep-2022
1536,,Kaizoku,P01462022,Hassan Hafiz,Registered,29-Sep-2022
1537,,Sea holdings,P01492022,Aishath Shurufa,Registered,02-Oct-2022
1538,,Niva Design,P01502022,UMYR LLP,Registered,09-Oct-2022
1539,,BALAU CARPENTRY,P01512022,HASSAN SHAREEF,Registered,12-Oct-2022
1540,,MSK INVESTMENT,P01552022,Ahmed Khaldhoon Abdul Azeez,Registered,16-Oct-2022
1541,,THREADSMV,P01562022,AHMED ZAREEF,Registered,16-Oct-2022
1542,,Gallery engineering,P01522022,Ahmed Zain,Registered,12-Oct-2022
1543,,Muga & Co,P01572022,MUGAWWIM RASHEED,Registered,16-Oct-2022
1544,,ABL INDIRA PROJECTS JV,P01532022,INDIRA PROJECTS & DEVELOPMENTS (TAMIL NADU) PVT LTD,Registered,12-Oct-2022
1545,,Marksell,P01582022,IBRAHIM MUSID,Registered,19-Oct-2022
1546,,Four Twenty Investment,P01632022,Ibrahim Aiman Mohamed,Registered,31-Oct-2022
1547,,WAYTM,P01602022,SHIPWIN LOGISTIC LLP,Registered,19-Oct-2022
1548,,Maldives Business Review,P01592022,ARUSHAD ZUHAIR,Registered,19-Oct-2022
1549,,FCLLP Risk Advisory LLP,P01852022,ALI FARIS MOHAMED,Registered,04-Dec-2022
1550,,FHE Funds LLP,P01832022,ALI FARIS MOHAMED,Registered,30-Nov-2022
1551,,Pets and Stuff,P01622022,Ahmed Aalif Naseer,Registered,31-Oct-2022
1552,,Apex Ventures,P01652022,Mohamed Shafeeu,Registered,07-Nov-2022
1553,,New Partnership,P01642022,Shaaz Naseer,Registered,06-Nov-2022
1554,,Amazon Campus,P01792022,MOHAMED HOODH IBRAHIM,Registered,23-Nov-2022
1555,,Wizard Solutions Mv,P01672022,ALI BUNYAAN SHAFEEG,Registered,10-Nov-2022
1556,,MA Marine,P01662022,AHMED AYAZ,Registered,10-Nov-2022
1557,,Hype Maldives,P01712022,AHMED THOLAAL HASSAN,Registered,15-Nov-2022
1558,,Hexagon Investments,P01782022,MOHAMED ZAYAN,Registered,23-Nov-2022
1559,,MM CARE,P01692022,MUNEEZA AFEEF,Registered,14-Nov-2022
1560,,Work in maldives,P01682022,AHMED ABDULLA,Registered,13-Nov-2022
1561,,Lukreate,P01702022,Mohamed Jinas,Registered,14-Nov-2022
1562,,Bollard Maldives,P01762022,AYATHULLA HUSSAIN,Registered,20-Nov-2022
1563,,Cash Matters Consultancy,P01752022,IBRAHIM RAMEEZ,Registered,20-Nov-2022
1564,,The Perfume Room,P01732022,Mohamed Naushad Ali,Registered,16-Nov-2022
1565,,FORNITURE MALDIVES,P01722022,MARIYAM RIZMEEN,Registered,16-Nov-2022
1566,,Royal Breeze Investment,P01742022,MOHAMED MASRAH,Registered,20-Nov-2022
1567,,Aim Co,P01772022,MOHAMED SHAMHEED,Registered,22-Nov-2022
1568,,Sahar Holdings,P01802022,Saruwaan Ibrahim Manik,Registered,24-Nov-2022
1569,,CLS Advisory,P01812022,ALI SHUJAU,Registered,27-Nov-2022
1570,,DAILY DOSE BY SOS,P01842022,Ahmed Jazlan,Registered,30-Nov-2022
1571,,MTA RESORTS,P01862022,ALI FARIS MOHAMED,Registered,04-Dec-2022
1572,,FIVE OCEAN TRADING,P01922022,MOHAMED JINAH ALI,Registered,12-Dec-2022
1573,,Quick repair,P01892022,MAHMOOD ABDULLA,Registered,11-Dec-2022
1574,,Lexcon,P01992022,Abdulla Mukhlis Amir,Registered,26-Dec-2022
1575,,Complete Investments,P01872022,MOHAMED AMROO ALI,Registered,08-Dec-2022
1576,,SH CONSTRUCTION,P01912022,ABDULSHAKOOR ISMAIL FULHU,Registered,12-Dec-2022
1577,,KHALEEJ TRAVELS,P01882022,Abdhulla Mifzaal,Registered,08-Dec-2022
1578,,Waves Trading,P01902022,Asiya Hussain,Registered,12-Dec-2022
1579,,UNIQUE BIZ,P01932022,ALI RIZA ISMAIL,Registered,13-Dec-2022
1580,,Rahbeyru,P01942022,ABDUL NOORU MOHAMED,Registered,20-Dec-2022
1581,,Hearty maldives,P01952022,Mariyam Himnath,Registered,20-Dec-2022
1582,,TELOS TRADING,P01962022,IBRAHIM MOHAMED,Registered,24-Dec-2022
1583,,Laen Studio,P01972022,MOHAMED NIYAZ YOOSUF,Registered,24-Dec-2022
1584,,SHC LAW & TAX 1188,P01982022,DHEENA HUSSAIN,Registered,25-Dec-2022
1585,,THE BARN,P02022022,Zooshan Hassan,Registered,29-Dec-2022
1586,,STYRO,P00012023,Mohamed Aiman Ahmed,Registered,02-Jan-2023
1587,,SHH PARTNERSHIP,P02002022,AHMED SHANEEZ,Registered,27-Dec-2022
1588,,iKON,P02012022,AHMED NAJUM KHALID,Registered,28-Dec-2022
1589,,designer wear,P00052023,AHMED SHIUS,Registered,10-Jan-2023
1590,,Rehendhi Chambers,P02032022,AISHATH AZIMA SHAKOOR,Registered,29-Dec-2022
1591,,Shameel & Co,P00022023,IBRAHIM SHAMEEL,Registered,02-Jan-2023
1592,,SHC LAW & TAX 8457,P00032023,THOLHATH RASHEED,Registered,04-Jan-2023
1593,,M & F PARTNERS,P00062023,Aishath Shifza,Registered,10-Jan-2023
1594,,ANAMCO,P00042023,ALI NASEER HASSAN MANIK,Registered,08-Jan-2023
1595,,R . B Investment,P00072023,Ismail Rifath Shakoor,Registered,12-Jan-2023
1596,,Financial Guarantee and Insurance Agents,P00092023,ALI FARIS MOHAMED,Registered,19-Jan-2023
1597,,Lightspeed,P00152023,SOFWAN IBRAHIM,Registered,25-Jan-2023
1598,,VIKURAA ACCOUNTANCY AND BUSINESS SERVICES,P00122023,Ismail Hassan,Registered,22-Jan-2023
1599,,INFINCO,P00162023,ABDULLA NAFIZ,Registered,26-Jan-2023
1600,,Ijara Investments,P00172023,MOHAMED ZAYAN,Registered,26-Jan-2023
1601,,AINAN & CO,P00102023,AHMED AIMAN,Registered,19-Jan-2023
1602,,Lex Strategies,P00142023,FASEEH ZAHIR,Registered,22-Jan-2023
1603,,MEGA MARKET !,P00192023,HASSAN NASHEED,Registered,30-Jan-2023
1604,,Runbaa Tech,P00182023,Mohamed Abdulla,Registered,30-Jan-2023
1605,,Clever Consultants,P00202023,IBRAHIM LUTHUFEE,Registered,30-Jan-2023
1606,,SKY CONCEPTS,P00232023,MOHAMED NASEER,Registered,07-Feb-2023
1607,,BEST BUY MOBILE,P00212023,ABDULLA SHAMEEL,Registered,01-Feb-2023
1608,,Carbon Ink,P00222023,Aishath Aalifa,Registered,02-Feb-2023
1609,,i Property,P00242023,MOHAMED SHIMHAAD,Registered,09-Feb-2023
1610,,Limon Shade,P00252023,Sana Hassan,Registered,12-Feb-2023
1611,,Sterling Barber,P00282023,AHMED SIMON SHAREEF,Registered,21-Feb-2023
1612,,Growthonics,P00272023,ABDUL AZEEZ YOOSUF,Registered,15-Feb-2023
1613,,Thala investment,P00262023,HUSSAIN IBRAHIM,Registered,13-Feb-2023
1614,,SS MALL,P00292023,HASSAN SHAREEF,Registered,27-Feb-2023
1615,,MONOFOSHI,P00342023,IBRAHIM MUNAWWAR,Registered,07-Mar-2023
1616,,Beautiful Maldives Travel,P00332023,MOHAMED SHABEEN,Registered,06-Mar-2023
1617,,Attorney Chambers,P00322023,FATHIMATH SAUSAN,Registered,06-Mar-2023
1618,,Central Dhiffushi,P00312023,Ahmed Rashid,Registered,06-Mar-2023
1619,,EXHLR8 EVENTS,P00302023,IBRAHIM SAEED,Registered,06-Mar-2023
1620,,Flavors Collaborative,P00352023,Ali Saneen,Registered,07-Mar-2023
1621,,Devi Maldives,P00362023,MARIYAM FADHUWA,Registered,14-Mar-2023
1622,,THINALIF,P00382023,ADAM NAIF,Registered,20-Mar-2023
1623,,Coral Bloom,P00372023,AHMED THASNEEM,Registered,20-Mar-2023
1624,,HAFNIUM,P00472023,MAMDHOOH NASEEM,Registered,19-Apr-2023
1625,,Burunu Legal & Consultancy,P00392023,ALI JINAH,Registered,22-Mar-2023
1626,,Dropoff,P00402023,AHMED MOHAMED DIDI,Registered,28-Mar-2023
1627,,People First,P00412023,AHMED IBRAHIM,Registered,29-Mar-2023
1628,,TOTAL WOOD CARE,P00422023,HASSAN ASHIYAM,Registered,30-Mar-2023
1629,,MIRARI,P00432023,Fathimath Zeeshan Ahmed,Registered,30-Mar-2023
1630,,servico rapide,P00612023,Aiman Ahmed,Registered,14-May-2023
1631,,CULTIVE,P00462023,FATHIMATH ALIYYA MOHAMED,Registered,10-Apr-2023
1632,,BizLab,P00442023,SHARAFUDHEEN ALI,Registered,05-Apr-2023
1633,,KT'S,P00452023,AHMED KIRAM,Registered,06-Apr-2023
1634,,Peek n Play,P00502023,FATHIMATH DHEENA AHMED,Registered,27-Apr-2023
1635,,NAJAJO Investment,P00482023,IBRAHIM WARDHEE,Registered,24-Apr-2023
1636,,Bonthi World,P00642023,ALI DIDI,Registered,16-May-2023
1637,,White Square,P00492023,RANDA FUAD,Registered,25-Apr-2023
1638,,Hap Shop,P00522023,ANAS ABDULLA,Registered,02-May-2023
1639,,VAAGALI HOLDINGS,P00542023,IBRAHIM RASHEED,Registered,07-May-2023
1640,,Estrada Maldives,P00512023,Shafia Mohamed,Registered,27-Apr-2023
1641,,HOLHEEKOLHU,P00532023,WAFIYYA UMAR,Registered,03-May-2023
1642,,West Beach Trade and Transport,P00582023,NOORUL HUDA HASSAN,Registered,11-May-2023
1643,,Elite Traders,P00552023,Mafaz Abdul Razzaq,Registered,07-May-2023
1644,,Roastabrew,P00562023,HASSAN MAAIL ALI,Registered,09-May-2023
1645,,Kendhi Partners,P00662023,ABBAS ABDULLAH,Registered,21-May-2023
1646,,Hiru Raakani Maldives,P00572023,MUSTHAFA HASSAN,Registered,10-May-2023
1647,,Ever Blue Guest House,P00592023,AMIR HASSAN,Registered,11-May-2023
1648,,SK CHAMBERS,P00602023,Sazmy Ahmed,Registered,14-May-2023
1649,,Next Venture Maldives,P00632023,AHMED AZZAM ALI,Registered,15-May-2023
1650,,Korian brothers,P00622023,ISMAIL KHALEEL,Registered,14-May-2023
1651,,MBox,P00702023,MOHAMED RASHEED,Registered,24-May-2023
1652,,Hammer & Hand,P00672023,AHMED RASHEED,Registered,21-May-2023
1653,,S.I.A.M Partners,P00682023,Ahmed Dawood,Registered,23-May-2023
1654,,Viyakuri,P00652023,MOHAMED MATHEEN,Registered,20-May-2023
1655,,Levoque investments,P00692023,Nihan Nazim,Registered,24-May-2023
1656,,ALL IN ALL INVESTMENTS,P00712023,ALI SHAMEEM ADAM,Registered,25-May-2023
