CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
54087,KARWAN-E-ALSAIM HAJJ SERVICES (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
54464,KARWAN-E-ALSAYYED (PRIVATE) LIMITED,Peshawar,Private Companies,RAFAQAT BABAR AND CO. (C. A.) PESHAWAR,28-Oct-17
54624,KARWAN-E-ALZIAFAT HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
56889,KARWAN-E-AMANAT GULA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,AZIM AND CO CHARTERED ACCOUNTANTS,31-Oct-11
56796,KARWAN-E-AMANDARA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,SEHGAL SHAHID AND SAFDAR,15-Oct-19
51388,KARWAN-E-AMINULLAH (PVT.) LIMITED,Islamabad,Private Companies,ASAD FOUAD,28-Oct-19
51307,KARWAN-E-AMJADIA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,A.R.KHAN AND COMPANY,28-Oct-17
61446,KARWAN-E-AMMAR YASIR (PVT.) LIMITED,Lahore,Private Companies,WA ASSOCIATES,11-Jun-07
80591,KARWAN-E-AMNA (PVT.) LIMITED,Islamabad,Private Companies,Muhammad Hanif,31-Oct-19
86389,KARWAN-E-AN-AMTA TRAVEL & TOURS (PRIVATE) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-18
65643,KARWAN-E-ANAS HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-19
54330,KARWAN-E-ANWAAR-E-TAYYABA TRAVEL & TOURS INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,ASAD WAQAS AND CO.,23-Sep-19
50550,KARWAN-E-ANWAR UL HARMAIN HAJJ AND UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,"SHAHID AHMAD AND CO., CA",28-Oct-18
69568,KARWAN-E-ANWAR-UL-QADRIA HAJJ & UMRAH (PVT.) LIMITED,Karachi,Private Companies,Maqsood and Co,29-May-09
53774,KARWAN-E-AQDAS (PRIVATE) LIMITED,Karachi,Private Companies,CLARKSON HYDE SAUD ANSARI Chartered Accountants,28-Oct-19
65717,KARWAN-E-AQIB (PVT.) LIMITED,Lahore,Private Companies,ZAFAR MAJEED AND CO. (LHR),25-May-08
51712,KARWAN-E-AQIDAT (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD IRFAN AND CO,28-Oct-19
51615,KARWAN-E-ARAB TRAVEL & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,FARRUKH MATEEN AND CO,28-Oct-19
50748,KARWAN-E-ARAFAT TRAVEL AND TOURS (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO. CA (LHR),31-Oct-11
115326,KARWAN-E-ARZOO-E-HARMAIN (PRIVATE) LIMITED,Karachi,Private Companies,SOHAIL AHMED AND CO,28-Oct-19
59265,KARWAN-E-ASHAR HAJJ SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND CO.,28-Oct-18
54331,KARWAN-E-ASHIQAAN HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,MUSHTAQ AKBAR AND CO. (CHARTERED ACCOUNTANTS),25-Oct-19
51114,KARWAN-E-ASHRAF HAJJ AND UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO CHARTERED ACCOUNTANTS,28-Oct-19
55316,KARWAN-E-ASIA HAJJ & UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVE AND CO. (C. A.),28-Oct-19
108341,KARWAN-E-ASIM TRAVELS (PRIVATE) LIMITED,Karachi,Private Companies,Raza Siddiqui And Co.,26-Oct-17
55317,KARWAN-E-ASLAM AL-HAJJ (PVT.) LIMITED,Lahore,Private Companies,AZIM AND COMPANY,25-Oct-09
86545,KARWAN-E-ASMAT BIBI TRAVEL & TOURS (PVT.) LIMITED,Islamabad,Private Companies,DIN ASSOCIATES,18-Jan-14
56623,KARWAN-E-ASRA AL MADINA (PRIVATE) LIMITED,Karachi,Private Companies,MEHMOOD ZUBERI AND CO.,28-Oct-19
50875,KARWAN-E-ASRA INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,A.H. Siddiqui and Co.,28-Oct-19
74213,KARWAN-E-ATTAR HAJJ & UMRAH (PVT.) LIMITED,Faisalabad,Private Companies,SADIQ AZEEM AFTAB AND CO,28-Oct-19
62206,KARWAN-E-ATTIQUE TRAVEL & TOURS (PRIVATE) LIMITED,Islamabad,Private Companies,ANWAR JAVED AND CO CHARTERED ACCOUNTANTS,31-Oct-10
56517,KARWAN-E-AULIA ALLAH (PRIVATE) LIMITED,Karachi,Private Companies,RAHIM IQBAL RAFIQ AND CO. CA,7-Jun-06
68687,KARWAN-E-AYAN TRAVELS (PVT.) LIMITED,Multan,Private Companies,M.SAJID AND COMPANY,20-Feb-09
65653,KARWAN-E-AYESHA HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,25-Oct-19
67548,KARWAN-E-AZAM TRAVEL AGENTS & TOURS OPERATORS (PVT.) LIMITED,Karachi,Private Companies,M.A. ALAM AND CO,31-Oct-11
77299,KARWAN-E-AZHAN TRAVEL AND TOURS (PVT.) LIMITED,Lahore,Private Companies,CH SHAFAQAT ALI AND CO,28-Oct-19
76649,KARWAN-E-AZHARI TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,SALAUDDIN AND CO.,28-Oct-19
76517,KARWAN-E-BABA FAREED HAJJ & UMRAH SERVICES (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co - Chartered Accountant,31-Oct-14
56349,KARWAN-E-BABO HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,SEHGAL SHAHID AND SAFDAR,31-Oct-17
62034,KARWAN-E-BABUL FATAH (PRIVATE) LIMITED,Islamabad,Private Companies,ASAD FOAUD,28-Oct-18
96701,KARWAN-E-BABUL HARRAM TRAVEL AND TOURS (PVT.) LIMITED,Peshawar,Private Companies,MUSHTAQ AKBAR AND CO. (CHARTERED ACCOUNTANTS),25-Oct-18
51169,KARWAN-E-BABUL ISLAM TRAVEL AND TOURS HAJ GROUP (PVT.) LIMITED,Karachi,Private Companies,A. G. HABIB AND CO.,28-Oct-19
92407,KARWAN-E-BABUL SADQAH TRAVEL & TOURS (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,14-Mar-15
51308,KARWAN-E-BADDAR HAJJ SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
55049,KARWAN-E-BADR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M.ASIF JAMIL AND CO,28-Oct-19
55905,KARWAN-E-BAHAAR-E-SHARIAT (PRIVATE) LIMITED,Karachi,Private Companies,HYDER AND CO. CA,31-Oct-06
60424,KARWAN-E-BAHARE MADINA (PRIVATE) LIMITED,Karachi,Private Companies,SHAH AND CO.,28-Oct-19
90615,KARWAN-E-BAIT-UL-MAKKAH TOURS & TRAVELS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,28-Oct-17
51502,KARWAN-E-BAITULLAH (PVT.) LIMITED,Peshawar,Private Companies,SEHGAL SHAHID AND SAFDAR,25-Oct-19
56227,KARWAN-E-BAKKA HAJJ & UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
54792,KARWAN-E-BALOCHIA TRAVELS & TOURS (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,31-Oct-18
54549,KARWAN-E-BANNU HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,31-Oct-16
54306,KARWAN-E-BAQEE (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO.,28-Oct-19
88528,KARWAN-E-BAREERA HAJJ AND UMRAH SERVICES (PRIVATE) LTD (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,31-Oct-19
56797,KARWAN-E-BARKAAT-UL-HARMAIN (PRIVATE) LIMITED,Karachi,Private Companies,SALAUDDIN AND CO,23-Oct-19
80391,KARWAN-E-BARKATI AVIATION TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-19
55541,KARWAN-E-BASHARAT HAJJ AND UMERAH SERVICES (PVT.) LIMITED,Islamabad,Private Companies,NAVEED IQBAL,31-Oct-08
141698,KARWAN-E-BASHIR AL MADINA (PRIVATE) LIMITED,Lahore,Private Companies,ZEESHAN AND CO,8-Nov-19
55651,KARWAN-E-BASIT HAJJ & UMRAH (PRIVATE) LIMITED,Quetta,Private Companies,RAZA SIDDIQUI,29-Oct-19
51617,KARWAN-E-BAWA (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,25-Oct-19
139230,KARWAN-E-BEHLVI TRAVEL & TOURS (PRIVATE) LIMITED,Multan,Private Companies,Ashiq Aamer Sattar and Company,21-Sep-19
65591,KARWAN-E-BENAZIR (PRIVATE) LIMITED,Karachi,Private Companies,BILWANI AND CO.,31-Oct-11
77365,KARWAN-E-BILAL TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,SHAH AND CO,31-Oct-18
60017,KARWAN-E-BISHAM HAJJ & UMRAH (PRIVATE) LIMITED,Peshawar,Private Companies,SHAHID AHMAD AND CO. CHARTERED ACCOUNTANTS,28-Oct-18
56176,KARWAN-E-BUKHARI HAJJ & UMRAH SERVICES (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,28-Oct-19
61671,KARWAN-E-BUNER HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,25-Oct-19
56460,KARWAN-E-CHAHAT AL-MADINA TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,AZIM AND COMPANY,8-Jun-06
56624,KARWAN-E-CHARSADDA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
65463,KARWAN-E-CHINARY HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M HANIF AND CO,26-Oct-19
65475,KARWAN-E-CHOULISTAN (PVT.) LIMITED,Lahore,Private Companies,INAM-UL-HAQ AND COMPANY,28-Oct-19
59052,KARWAN-E-DAHAR HAJJ SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,ARSHAD AND CO.,31-Oct-08
51649,KARWAN-E-DANISH (PVT.) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,28-Oct-19
66163,KARWAN-E-DAR UL ULLOM HAJJ AND UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,Azim And Co Chartered Accountants,31-Oct-11
61614,KARWAN-E-DAR-UL-AMIN HAJJ & UMRAH (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO. CA,30-Oct-08
55156,KARWAN-E-DARVESH HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO CHARTERED ACCOUNTANTS,20-Oct-19
56461,KARWAN-E-DASTAGIR INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,RAZA SIDDIQUI AND COMPANY,25-Oct-19
56462,KARWAN-E-DATAR (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-19
56518,KARWAN-E-DAWAM (PVT.) LIMITED,Lahore,Private Companies,IYAZ AHMAD AND CO.,31-Oct-09
60919,KARWAN-E-DAWAT WA MUHABBAT HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ABDUL WAHEED AND CO,22-Oct-19
54550,KARWAN-E-DAYAR-E-MADINAH (PRIVATE) LIMITED,Karachi,Private Companies,FURQAN AHMED,28-Oct-18
82914,KARWAN-E-DHIKR AVIATION (PVT.) LIMITED,Lahore,Private Companies,Iqbal Associates,28-Oct-18
52513,KARWAN-E-DIARE MUSTAFA (PVT.) LIMITED,Lahore,Private Companies,G. Ali and Co.,14-Jun-19
81724,KARWAN-E-DIYAR TAIBA (PVT.) LIMITED,Karachi,Private Companies,FURRAKH MATEEN AND CO,28-Oct-19
65437,KARWAN-E-DUA-E-HARMAIN HAJJ & UMRAH (PRIVATE) LIMITED,Multan,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,28-Oct-19
51503,KARWAN-E-DUAA (PRIVATE) LIMITED,Sukkur,Private Companies,WAQAS YAMIN AND CO.,28-Oct-19
54658,KARWAN-E-EBAD-UR-REHMAN INTERNATIONAL TRAVEL & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,SYED HASAN AND CO,31-Oct-19
62035,KARWAN-E-EISAR HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
52197,KARWAN-E-FAHAD HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
66147,KARWAN-E-FAIZ BIN KHALID HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,MUSTAFA AHMED AND CO,31-Oct-09
64304,KARWAN-E-FAIZ-E-ALI TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,Agha Mujeeb and Co.,28-Oct-18
98225,KARWAN-E-FAIZ-UL-HASSAN TRAVELS & TOURS (PVT.) LIMITED,Multan,Private Companies,Obaid Associates Chartered Accountants,27-Oct-19
82550,KARWAN-E-FAIZAN INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,Peshawar,Private Companies,"Shahid Ahmad And Co, Chartered Accountants",31-Oct-13
86053,KARWAN-E-FAIZAN-E-BADAR TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,ANSARI ASSOCIATES,31-Oct-16
60920,KARWAN-E-FAKHRIA MUAZAZIA TOURS & TRAVELS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND COMPANY,28-Oct-19
55197,KARWAN-E-FARAN HAJJ & UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO.,31-Oct-10
62110,KARWAN-E-FARHAD HAJJ SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
87910,KARWAN-E-FARZAM-E-ASHRAFI (PVT.) LIMITED,Karachi,Private Companies,SANDHU AND CO,29-Oct-19
55416,KARWAN-E-FASIH (PRIVATE) LIMITED,Karachi,Private Companies,RAZA SIDDIQUI AND CO,31-Oct-13
105562,KARWAN-E-FATIMA MASOOMA TOURISM SERVICES (PVT.) LIMITED,Multan,Private Companies,Waqas and Co Chartered Accountants,28-Oct-19
69464,KARWAN-E-FAZAL-E-RABBI (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,16-May-09
55367,KARWAN-E-FAZALIA ( PVT.) LIMITED,Multan,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,28-Oct-19
60452,KARWAN-E-FERDOUS HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ZAHID JAMIL AND CO,31-Oct-16
52372,KARWAN-E-FEROZI INTERNATIONAL (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
124513,KARWAN-E-FURQAN-E-MADINA (PRIVATE) LIMITED,Lahore,Private Companies,RIZ ASSOCIATES,12-Dec-18
92621,KARWAN-E-GHAFOOR HAJJ & UMRAH SERVICES (PVT.) LIMITED,Lahore,Private Companies,A. CHUGHTAI AND CO.,28-Oct-19
65998,KARWAN-E-GHANI HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,MUSTAFA AND CO,31-Oct-09
56967,KARWAN-E-GHNA (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,M. HANIF AND CO.,26-Oct-19
69804,KARWAN-E-GHULAMAN-E-RASOOL (PVT.) LIMITED,Karachi,Private Companies,HAROON ZAKARIA AND COMPANY,24-Jun-09
63480,KARWAN-E-GOJRA HAJJ & UMRAH (PRIVATE) LIMITED,Karachi,Private Companies,A. G. HABIB AND COMPANY,28-Oct-19
97794,KARWAN-E-GOLDEN TOURS OPERATORS (PVT.) LIMITED,Lahore,Private Companies,IZHAR AND CO. CHARTERED ACCOUNTANTS,31-Oct-16
59723,KARWAN-E-GULZAR (PVT.) LIMITED,Lahore,Private Companies,IYAZ AHMAD AND CO.,31-Oct-13
61906,KARWAN-E-GUNJ-E-KARAM (PVT.) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,15-Oct-19
61373,KARWAN-E-HADEEQAT-UL-ISLAM HAJJ SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,DILROZE KHAN AND CO. (C. A.),31-Oct-07
51618,KARWAN-E-HADI (PVT.) LIMITED,Karachi,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,28-Oct-19
55542,KARWAN-E-HAFIZ HAJJ SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
56798,KARWAN-E-HAIDERI PAKISTAN (PVT.) LIMITED,Lahore,Private Companies,F. KHALID AND CO,28-Oct-19
55015,KARWAN-E-HAJEM TRAVEL AGENTS & HAJJ-UMRA SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND CO,28-Oct-17
54592,KARWAN-E-HAJI BASEER HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO,25-Oct-18
56799,KARWAN-E-HAJJ HUSSAINIA (PVT.) LIMITED,Lahore,Private Companies,G. ALI AND CO,28-Oct-19
56032,KARWAN-E-HAJJAJ -E-KARAM (PRIVATE) LIMITED,Karachi,Private Companies,FARRUKH MATEEN AND CO,30-Oct-19
86376,KARWAN-E-HAJRE ASWAD INTERNATIONAL (PVT.) LIMITED,Karachi,Private Companies,"M/s Ansari Associates, Chartered Accountant",31-Oct-16
104062,KARWAN-E-HAMAD-UL-ISLAM HAJJ AND UMRAH SERVICES (PVT.) LIMITED,Lahore,Private Companies,SAFDER SAAD AND CO,14-Dec-16
78696,KARWAN-E-HAMEED HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,SAEED METHANI MUSHTAQ AND CO,26-Oct-18
50681,KARWAN-E-HAMZA (PVT.) LIMITED,Peshawar,Private Companies,GHAFOOR AND CO,29-Oct-19
51144,KARWAN-E-HANFI PAKISTAN TRAVEL AND TOURS (PRIVATE) LIMITED,Karachi,Private Companies,A. G HABIB AND CO,28-Oct-19
61217,KARWAN-E-HAQ HAJJ AND UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,RSM Avais Hyder Liaquat Nauman Chartered Accountants,25-Oct-19
53697,KARWAN-E-HAQ TRAVELS & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO,28-Oct-19
60762,KARWAN-E-HAQQANIA HAJJ SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,25-Oct-19
50909,KARWAN-E-HARAM SERVICES (PVT.) LIMITED,Lahore,Private Companies,TAIYAB SHAHID AND CO.,1-Oct-19
88019,KARWAN-E-HARIS-HANIF TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,Salahuddin and Co,28-Apr-14
121218,KARWAN-E-HARMAIN HAJJ AND UMRAH SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,Z Ahmad and Co,30-Oct-19
54516,KARWAN-E-HASNAIN HAJ & UMRA SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M/S ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,16-Sep-19
69911,KARWAN-E-HASNAT-O-BARKAT (PVT.) LIMITED,Faisalabad,Private Companies,MUHAMMAD AKRAM AKRAM AND CO,31-Oct-16
96315,KARWAN-E-HASSAAN HAJJ & UMRAH SERVICES (PVT.) LIMITED,Multan,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,28-Oct-19
60681,KARWAN-E-HASSAN MUJTABA (PRIVATE) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES,30-Apr-07
65335,KARWAN-E-HATIM HAJJ & UMRAH (PVT.) LIMITED,Faisalabad,Private Companies,SADIQ AZEEM AFTAB AND CO C.A.,28-Oct-19
10534,KARWAN-E-HAYAT (INSTITUTE FOR MENTAL HEALTH CARE),Karachi,Associations under section 42,DELOITTE YOUSUF ADIL C/A,27-Nov-18
60763,KARWAN-E-HAZARAT SULTAN BAHOO HAJJ SERVICES (PVT.) LIMITED,Faisalabad,Private Companies,KARAMAT CH. AND CO. CA (LHR),3-May-07
56710,KARWAN-E-HEJAZ-E-MOQADDUS (PRIVATE) LIMITED,Karachi,Private Companies,MUQTADIR,28-Oct-18
66399,KARWAN-E-HERMAIN TOGERVI TRAVELS (PVT.) LIMITED,Multan,Private Companies,INAAM UL HAQ AND COMPANY,22-Oct-19
51033,KARWAN-E-HERMAIN TRAVEL & TOUR OPERATORS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO. CA (LHR),22-Oct-19
65431,KARWAN-E-HIDAYAT HAJ AND UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,"FEROZ AZIZ AND CO., C.A.,",31-Oct-11
51309,KARWAN-E-HIJAZ TRAVEL & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,RAZA SIDDIQUI AND CO,28-Oct-19
55157,KARWAN-E-HIJRA PESHAWAR (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,31-Oct-19
51088,KARWAN-E-HIRA HAJ & UMRAH (PRIVATE) LIMITED,Karachi,Private Companies,A.G. HABIB AND COMPANY,28-Oct-19
50399,KARWAN-E-HIRA INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,MAQSOOD AND CO. CA,30-Sep-07
61218,KARWAN-E-HODABIA HAJJ AND UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,RSM AVAIS HYDER LIAQUAT NAUMAN,25-Oct-19
131199,KARWAN-E-HORAIN HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,28-Oct-19
137435,KARWAN-E-HUDA TRAVEL & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,Sajid and Co,12-Aug-19
50464,KARWAN-E-HUJJAJ PESHAWAR (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO. CHARTERED ACCOUNTANTS,3-Nov-12
50927,KARWAN-E-HUJJAZ HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,DILROZE KHAN AND CO,30-Oct-07
60192,KARWAN-E-HUMNA HAJJ UMRA SERVICES (PVT.) LIMITED,Lahore,Private Companies,RASHID BASHARAT AND CO.,2-Apr-07
67477,KARWAN-E-HUSSAIN (PVT.) LIMITED,Lahore,Private Companies,IYAZ AHMAD AND CO.,31-Oct-19
50943,KARWAN-E-HUSSANI INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO. CA (LHR),28-Oct-19
74698,KARWAN-E-IBNE-SALEH (PVT.) LIMITED,Faisalabad,Private Companies,"MUHAMMAD AKRAM, AKRAM AND COMPANY C.A",31-Oct-14
61310,KARWAN-E-IBRAHIM TRAVEL AND TOURS (PRIVATE) LIMITED,Karachi,Private Companies,BAKHTIAR AND CO.,11-Jun-07
85850,KARWAN-E-ILYAS TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,Iqbal Associates,28-Oct-18
60682,KARWAN-E-IMAM ALI NAQI (PVT.) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES,30-Apr-07
62071,KARWAN-E-IMDAD HAJJ SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO,28-Oct-19
71942,KARWAN-E-IMJAD-UL-HARMAIN TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,ZAFAR MAJEED AND CO.,1-Apr-10
114564,KARWAN-E-IMRAN TRAVEL & TOURS (PRIVATE) LIMITED,Islamabad,Private Companies,WASEEM ASSOCIATES,6-Jan-18
54225,KARWAN-E-IQBAL (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR AND CO.,28-Oct-19
79394,KARWAN-E-IQBAL HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,18-Oct-19
65890,KARWAN-E-ISHAQ AL-JADEED TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO. CA (LHR),20-May-08
52066,KARWAN-E-ISLAMI EXPRESS TRAVELS (PVT.) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,28-Oct-19
51311,KARWAN-E-ISLAMI INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,CLARKSON HYDE SAUD ANSARI,28-Oct-19
56890,KARWAN-E-ISLAMIA (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO,29-Oct-18
56033,KARWAN-E-ISRA TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,A. CHUGHTAI AND CO.,28-Oct-19
88246,KARWAN-E-IZHAR-UL-ISLAM HAJJ & UMRAH SERVICES (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF and Co,29-Sep-19
79790,KARWAN-E-JADOON HAJJ SERVICES (PVT.) LIMITED,Peshawar,Private Companies,SHAHID AHMAD AND CO. (CHARTERED ACCOUNTANTS),14-May-12
54761,KARWAN-E-JAMAL HAJJ & UMRAH SERVICES (PVT.) LIMITED,Lahore,Private Companies,ASAD WAQAS AND CO.,28-Oct-19
71069,KARWAN-E-JAMI INTERNATIONAL HAJJ & UMRAH SERVICES (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,31-Oct-13
51507,KARWAN-E-JAMSHED TOURS & TRAVELS (PVT.) LIMITED,Lahore,Private Companies,ASAD FOUAD,28-Oct-19
56625,KARWAN-E-JAUHARAT-UL-MAKKAH HAJJ & UMRAH (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI ASSOCIATES,29-Oct-18
55802,KARWAN-E-JAVARIA (PVT.) LIMITED,Lahore,Private Companies,SHAHID HAMID,25-May-06
115018,KARWAN-E-JAVED TRAVEL & TOURS (PRIVATE) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,28-Oct-19
102968,KARWAN-E-JAWAD AND HUSSAIN TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,ARSHAD AND CO,28-Oct-19
55198,KARWAN-E-JAWAD HAJJ & UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO.,28-Oct-19
66848,KARWAN-E-JEDDAH HAJJ & UMRAH SERVICES (PVT) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,27-Oct-19
51620,KARWAN-E-JILANI (PVT.) LIMITED,Multan,Private Companies,ASHIQ AAMIR SATTAR AND COMPANY,25-Oct-18
