Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
14437,0084202,AZEEM J. EVENT MANAGEMENT (PVT.) LIMITED,6/18/13,Karachi
14438,0084222,GILGIT KASHGAR FOOD COMPANY (PVT.) LIMITED,6/19/13,Islamabad
14439,0084287,MEDILINX ENTERPRISES (PVT.) LIMITED,6/24/13,Karachi
14440,0084357,APRICOTECH COMMUNICATORS (PVT.) LIMITED,6/28/13,Islamabad
14441,0081021,URBAN DESIGN (PVT.) LIMITED,9/5/12,Islamabad
14442,0085298,GLOBAL SUPERIOR CONSULTANCY & TRADING SERVICES (PVT.) LIMITED,9/27/13,Lahore
14443,0085377,ONE SOFT (PVT.) LIMITED,10/4/13,Islamabad
14444,0088591,EM LOGISTICS (PVT.) LIMITED,5/30/14,Karachi
14445,0089227,UNICORN MANPOWER AND H.R CONSULTANCY (PVT.) LIMITED,7/15/14,Karachi
14446,0089229,DATAMART (PVT.) LIMITED,7/15/14,Karachi
14447,0089224,TAYYAB AGRO (PVT.) LIMITED,7/15/14,Karachi
14448,0083370,SKIB MARKETING NETWORK (PVT.) LIMITED,4/5/13,Islamabad
14449,0083641,WATER MARK INTERNATIONAL (PVT.) LIMITED,5/2/13,Lahore
14450,0084538,SHAKEEL & SHAFIQUE (PVT.) LIMITED,7/16/13,Islamabad
14451,0084551,ETERNAL TECHNOLOGY CORPORATION (PVT.) LIMITED,7/17/13,Islamabad
14452,0084552,SHARPIAN TECHNOLOGIES (PVT.) LIMITED,7/17/13,Islamabad
14453,0091665,EVERSHED MEDIA HOUSE (PVT.) LIMITED,1/27/15,Islamabad
14454,0084224,SOLVEMENT CONSULTING (PVT.) LIMITED,6/19/13,Lahore
14455,0086967,ELITE SOLUTIONZ AND MEDIA PRODUCTIONZ (PVT.) LIMITED,2/14/14,Islamabad
14456,0083578,BIZWHIZ LIVESTOCK (PVT.) LIMITED,4/24/13,Islamabad
14457,0084031,AAM COURIER SERVICES (PVT.) LIMITED,6/4/13,Islamabad
14458,0084030,BURAQ WELFARE FOUNDATION,6/4/13,Islamabad
14459,0084547,GREY PAKISTAN (PVT.) LIMITED,7/17/13,Karachi
14460,0085194,CHALLI INTERNET BROAD BAND SERVICES (PVT.) LIMITED,9/19/13,Islamabad
14461,0085244,BROWN & BATTS (PVT.) LIMITED,9/23/13,Karachi
14462,0085538,NKG 3S SOLAR TECHNOLOGY (PVT.) LIMITED,10/22/13,Lahore
14463,0085968,CARGO LORD (PVT.) LIMITED,12/4/13,Multan
14464,0091358,RAWAL CITY HOUSING SCHEME (PVT.) LIMITED,1/5/15,Islamabad
14465,0092325,V.I.P CABLE TV NETWORK (PVT.) LIMITED,3/9/15,Karachi
14466,0092299,MIANGUL ENTERPRISES (PVT.) LIMITED,3/6/15,Islamabad
14467,0092296,PRINT VIEW (PVT.) LIMITED,3/6/15,Islamabad
14468,0090643,AFZAL DEVELOPERS (PVT.) LIMITED,11/19/14,Islamabad
14469,0090640,ORGUN GLOBAL FASTER LOGISTICS (PVT.) LIMITED,11/18/14,Karachi
14470,0092052,AVERROES CONSULTING (PVT.) LIMITED,2/20/15,Islamabad
14471,0092377,AL-SARWAH (PVT.) LIMITED,3/12/15,Islamabad
14472,0092379,R&L (PVT.) LIMITED,3/12/15,Islamabad
14473,0092382,KASHMIR RESEARCH & DEVELOPMENT INTERNATIONAL (PVT.) LIMITED,3/12/15,Islamabad
14474,0092381,MMOBILE (PVT.) LIMITED,3/12/15,Islamabad
14475,0093168,SF ROAD ASSISTANCE COMPANY (PVT.) LIMITED,4/27/15,Karachi
14476,0093233,SAGA INTERNATIONAL EDUCATION ASSOCIATES (PVT.) LIMITED,4/30/15,Lahore
14477,0083238,LIMECOM (PVT.) LIMITED,3/25/13,Islamabad
14478,0083197,THE BLOOMOND COMPANY (PVT.) LIMITED,3/21/13,Lahore
14479,0084439,THE PROFESSIONALS ADVERTISER & TRADERS (PVT.) LIMITED,7/4/13,Karachi
14480,0084440,UMK INTERNATIONAL (PVT.) LIMITED,7/4/13,Karachi
14481,0084472,HEAD 4 ACES (PVT.) LIMITED,7/8/13,Karachi
14482,0084474,SYS VISAS (PVT.) LIMITED,7/8/13,Karachi
14483,0081233,INTERTRADE ENTERPRISE (PVT.) LIMITED,9/28/12,Karachi
14484,0081217,QUIX CONSULTANTS (PVT.) LIMITED,9/26/12,Karachi
14485,0081232,LEAN MANAGEMENT SERVICES (PVT.) LIMITED,9/28/12,Karachi
14486,0081229,SCRIBBLES (PVT.) LIMITED,9/27/12,Karachi
14487,0085672,PACKAGING WORLD (PVT.) LIMITED,11/4/13,Islamabad
14488,0085737,MARYAM FOUNDATION,11/8/13,Islamabad
14489,0085827,BLACK HAWKS CONSTRUCTION (PVT.) LIMITED,11/20/13,Islamabad
14490,0085986,GREENSTAR BIODIESEL (PVT.) LIMITED,12/5/13,Karachi
14491,0088589,AGILE SYSTEMS (PVT.) LIMITED,5/30/14,Karachi
14492,0088588,DATA SIGNS (PVT.) LIMITED,5/30/14,Karachi
14493,0089260,PIZZA AND BURGER HUT (PVT.) LIMITED,7/17/14,Islamabad
14494,0089300,K. K. ENGINEERING & SERVICES (PVT.) LIMITED,7/21/14,Islamabad
14495,0084719,ENWATEK (PVT.) LIMITED,8/2/13,Lahore
14496,0091777,AL MAHMOOD NATURAL RESOURCES (PVT.) LIMITED,2/3/15,Karachi
14497,0091788,NEW SUN (PVT.) LIMITED,2/4/15,Karachi
14498,0091240,FRAZ GLOBAL SERVICES (PVT.) LIMITED,12/26/14,Islamabad
14499,0092187,8BITS (PVT.) LIMITED,2/27/15,Lahore
14500,0086641,ABROAD SOLUTIONS (PVT.) LIMITED,1/24/14,Lahore
14501,0086646,AL-REHMAT HOMEO & ANIMAL MEDICINE (PVT.) LIMITED,1/24/14,Lahore
14502,0086879,NAPTUNE BUILDERS AND DEVELOPERS (PVT.) LIMITED,2/11/14,Islamabad
14503,0086414,TECHBOX TECHNOLOGIES (PVT.) LIMITED,1/6/14,Islamabad
14504,0086447,PAK TURK POWER ENERGY (PVT.) LIMITED,1/8/14,Islamabad
14505,0086456,KNOWLEDGE SOURCE (PVT.) LIMITED,1/9/14,Islamabad
14506,0088521,HUDA GARMENTS (PVT.) LIMITED,5/28/14,Islamabad
14507,0091610,WADDUHA TOURS & TRAVEL (PVT.) LIMITED,1/22/15,Islamabad
14508,0091652,PAK GRAINO FOODS (PVT.) LIMITED,1/27/15,Lahore
14509,0092329,NIZA TRADING (PVT.) LIMITED,3/9/15,Islamabad
14510,0092349,RETAIL CONSULT (PVT.) LIMITED,3/10/15,Islamabad
14511,0092550,SLEEP AND SNORE SOLUTIONS (PVT.) LIMITED,3/20/15,Islamabad
14512,0092556,GOLRA SHARIF HAJJ UMRA SERVICES (PVT.) LIMITED,3/20/15,Islamabad
14513,0092552,CROSSLINKS INTERNATIONAL (PVT.) LIMITED,3/20/15,Islamabad
14514,0092551,SHAKRIAL & CO (PVT.) LIMITED,3/20/15,Islamabad
14515,0092710,MOVE2SOFT SOLUTIONS (PVT.) LIMITED,3/31/15,Islamabad
14516,0092433,TRAVEL TALK (PVT.) LIMITED,3/16/15,Islamabad
14517,0092447,KH ENERGY (PVT.) LIMITED,3/17/15,Islamabad
14518,0092467,INVADERS PHARMACEUTICALS (PVT.) LIMITED,3/17/15,Islamabad
14519,0083932,APPAREL GLOBAL SOURCING (PVT.) LIMITED,5/24/13,Lahore
14520,0086751,BURAQ COMMERCE & CORPORATE INTERNATIONAL (PVT.) LIMITED,1/31/14,Karachi
14521,0086782,RMS MAKKAH TRAVEL & TOURS (PVT.) LIMITED,2/4/14,Quetta
14522,0086788,TRITECH ENGINEERING (PVT.) LIMITED,2/4/14,Islamabad
14523,0081571,QUMBAR TRADERS (PVT.) LIMITED,11/2/12,Karachi
14524,0082225,PALWI CONSTRUCTION (PVT.) LIMITED,12/31/12,Islamabad
14525,0082248,ZSI ENTERPRISES (PVT.) LIMITED,1/2/13,Islamabad
14526,0082247,F X BUSINESS (PVT.) LIMITED,1/2/13,Islamabad
14527,0082482,PASCO ENTERPRISES (PVT.) LIMITED,1/23/13,Karachi
14528,0085996,AYEMN' ADEEN (PVT.) LIMITED,12/5/13,Karachi
14529,0086010,NAZ BUILDING CONSTRUCTION (PVT.) LIMITED,12/6/13,Karachi
14530,0086196,24TH COMMUNICATION (PVT.) LIMITED,12/19/13,Karachi
14531,0088734,LUCKY MEDIA (PVT.) LIMITED,6/10/14,Karachi
14532,0088729,EXCELLENCE VENTURES INTERNATIONAL (PVT.) LIMITED,6/10/14,Karachi
14533,0089581,MARS WORLDWIDE 4U (PVT.) LIMITED,8/21/14,Karachi
14534,0091818,BEHZAD SEEDS (PVT.) LIMITED,2/6/15,Multan
14535,0091824,SINAI ENGINEERING SERVICES (PVT.) LIMITED,2/6/15,Islamabad
14536,0091827,SHAHEEN GLOBAL (PVT.) LIMITED,2/6/15,Karachi
14537,0092148,DEVELOPMENT IDEAS (PVT.) LIMITED,2/25/15,Islamabad
14538,0092211,WIN STEEL (PVT.) LIMITED,2/27/15,Islamabad
14539,0092231,CHENAB POWER PARK COMPANY (PVT.) LIMITED,3/2/15,Islamabad
14540,0088610,AL-JANNAT GARMENT INDUSTRIES (PVT.) LIMITED,6/3/14,Lahore
14541,0086886,OVERSEAS SALES CORPORATION (PVT.) LIMITED,2/12/14,Karachi
14542,0087180,BUSSINET TRADE (PVT.) LIMITED,2/28/14,Islamabad
14543,0087186,EFA CONSTRUCTION (PVT.) LIMITED,2/28/14,Islamabad
14544,0087622,DYCONSOL (PVT.) LIMITED,3/31/14,Karachi
14545,0087602,BABUL INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,3/31/14,Islamabad
14546,0091719,MANGA QADEEM (PVT.) LIMITED,1/30/15,Lahore
14547,0091995,MAGNA STONE AND MINING INDUSTRIES (PVT.) LIMITED,2/18/15,Karachi
14548,0092060,ANAM SAFETY FIRST TRADERS (PVT.) LIMITED,2/20/15,Karachi
14549,0092069,MANTASHA TRAVEL & TOURS (PVT.) LIMITED,2/23/15,Karachi
14550,0092395,ASIMEA CARGO (PVT.) LIMITED,3/12/15,Karachi
14551,0092394,EURO MARINE SERVICE (PVT.) LIMITED,3/12/15,Karachi
14552,0092396,AZEE AIR (PVT.) LIMITED,3/12/15,Karachi
14553,0092714,HUAXIN TECHNOMEN INTERNATIONAL (PVT.) LIMITED,3/31/15,Islamabad
14554,0092727,ARGO IMPORT EXPORT & AGRO PRODUCTS PROCESSING (PVT.) LIMITED,3/31/15,Islamabad
14555,0092728,ISLAMABAD GRAND BANQUET HALL (PVT.) LIMITED,3/31/15,Islamabad
14556,0092850,STAR BLISS (PVT.) LIMITED,4/7/15,Lahore
14557,0093279,SHEHZAD ANWAR KHAN & CO (PVT.) LIMITED,5/4/15,Islamabad
14558,0083997,DIALOGUE CONSULTING (PVT.) LIMITED,5/30/13,Islamabad
14559,0086794,ALLIED PROCESSING (PVT.) LIMITED,2/4/14,Karachi
14560,0086793,PAPER CONVERTERS (PVT.) LIMITED,2/4/14,Karachi
14561,0086796,LIBERTY RAGS (PVT.) LIMITED,2/4/14,Karachi
14562,0086916,INTERIUM BUSINESS CENTRE (PVT.) LIMITED,2/13/14,Islamabad
14563,0087001,GLOBAL PEN INITIATIVE (PVT.) LIMITED,2/18/14,Lahore
14564,0021958,VERTEX INDUSTIRES (PVT)LTD.,6/17/90,Lahore
14565,0083093,MKF ENTERPRIZES (PVT.) LIMITED,3/15/13,Islamabad
14566,0086162,RISTEL (PVT.) LIMITED,12/18/13,Islamabad
14567,0088893,KAZMI SEED COMPANY (PVT.) LIMITED,6/23/14,Multan
14568,0088894,MANZIL PROPERTIES (PVT.) LIMITED,6/23/14,Islamabad
14569,0089440,FURQAN AND SONS (PVT.) LIMITED,8/8/14,Lahore
14570,0089448,GRAND OCEAN WATER & THEME PARK (PVT.) LIMITED,8/8/14,Karachi
14571,0090527,BIN LATIF DEVELOPMENT COMPANY (PVT.) LIMITED,11/10/14,Islamabad
14572,0090638,KARACHI WOMEN CHAMBER OF COMMERCE & INDUSTRY DISTRICT EAST,11/18/14,Karachi
14573,0091836,SMILE FOODS (PVT.) LIMITED,2/9/15,Lahore
14574,0084028,CENTRAL LOGISTICS (PVT.) LIMITED,6/3/13,Karachi
14575,0084067,AL-RAHBAR (PVT.) LIMITED,6/6/13,Karachi
14576,0085884,USR SOLUTIONS (PVT.) LIMITED,11/26/13,Lahore
14577,0085905,WHITE HAWK TECHNOLOGIES (PVT.) LIMITED,11/28/13,Islamabad
14578,0085894,BIG TREE (PVT.) LIMITED,11/27/13,Islamabad
14579,0085896,GLOBE IT EXPERTS (PVT.) LIMITED,11/27/13,Lahore
14580,0080928,IBRAHIM FOODS (PVT.) LIMITED,8/28/12,Karachi
14581,0080929,AFFINITY (PVT.) LIMITED,8/28/12,Karachi
14582,0086457,TABEER BUILDERS & MARKETING (PVT.) LIMITED,1/9/14,Islamabad
14583,0086466,WEBSORG (PVT.) LIMITED,1/9/14,Karachi
14584,0086471,TRAVEL SOURCE (PVT.) LIMITED,1/9/14,Karachi
14585,0080339,MUNIR BROTHERS ASSOCIATES (PVT.) LIMITED,6/27/12,Islamabad
14586,0080347,SINOPAK LUBRICANTS COMPANY (PVT.) LIMITED,6/27/12,Karachi
14587,0081508,FRESHWAYS (PVT.) LIMITED,10/24/12,Lahore
14588,0081512,JATOO BROTHERS (PVT.) LIMITED,10/24/12,Lahore
14589,0081520,MAGIC ISLAND INTERNET (PVT.) LIMITED,10/24/12,Lahore
14590,0081528,LORALAI 2.D SERVICES (PVT.) LIMITED,10/25/12,Quetta
14591,0081532,HURERA ENGINEERING (PVT.) LIMITED,10/25/12,Karachi
14592,0082679,HEALTH SCIENCES PHARMACEUTICALS INDUSTRIES (PVT.) LIMITED,2/12/13,Islamabad
14593,0082842,HJB TRADERS (PVT.) LIMITED,2/22/13,Lahore
14594,0082841,WORLDWORTH MARKETING & TRADING (PVT.) LIMITED,2/22/13,Lahore
14595,0082993,SUGHRA SAEED EMPRESA (PVT.) LIMITED,3/7/13,Lahore
14596,0082992,TENACIOUS (PVT.) LIMITED,3/7/13,Lahore
14597,0079302,7 STAR INTERNATIONAL SERVICES (PVT.) LIMITED,4/16/12,Karachi
14598,0079369,ABANS EDUCATION AND DEVELOPMENT SERVICES (PVT.) LIMITED,4/19/12,Islamabad
14599,0079341,HUMAN SUPPORT INTERNATIONAL (PVT.) LIMITED,4/18/12,Karachi
14600,0083572,3 STARS ARD ELECTRONICS (PVT.) LIMITED,4/23/13,Islamabad
14601,0083615,EXPERT SUPPLY CHAIN MANAGEMENT SERVICES (PVT.) LIMITED,4/26/13,Karachi
14602,0083621,PAKISTAN CHILDREN NETWORK (PVT.) LIMITED,4/26/13,Karachi
14603,0080409,FLAXEN ENTERPRISES (PVT.) LIMITED,7/2/12,Karachi
14604,0080662,SMART INDUSTRIES (PVT.) LIMITED,7/25/12,Karachi
14605,0084219,K & R ENTERPRISES (PVT.) LIMITED,6/18/13,Islamabad
14606,0084212,IDEAL CHOICE (PVT.) LIMITED,6/18/13,Islamabad
14607,0084303,JAGOO TV (PVT.) LIMITED,6/25/13,Karachi
14608,0080517,AGHA SHER ALI KHAN (PVT.) LIMITED,7/12/12,Islamabad
14609,0080520,REGENT IMMIGRATION CONSULTANTS (PVT.) LIMITED,7/12/12,Islamabad
14610,0080526,MOHAMMAD AFZAL FOOD INDUSTRIES (PVT.) LIMITED,7/12/12,Karachi
14611,0081259,PAK WESTWAY TRADING & CARGO (PVT.) LIMITED,10/2/12,Islamabad
14612,0082220,THINK GLOBAL (PVT.) LIMITED,12/31/12,Lahore
14613,0082213,AAA SOURCING (PVT.) LIMITED,12/31/12,Lahore
14614,0078545,CLEAR CHANNEL (PVT.) LIMITED,2/15/12,Karachi
14615,0082294,MARINA ENVIRONMENTAL CONSULTANTS PAKISTAN (PVT.) LIMITED,1/7/13,Karachi
14616,0082307,ARSH TRAVELS & TOURS (PVT.) LIMITED,1/8/13,Multan
14617,0084475,DAWAT (PVT.) LIMITED,7/9/13,Lahore
14618,0084490,NOOR SHIPPERS (PVT.) LIMITED,7/10/13,Lahore
14619,0084528,AVION SYNERGIES (PVT.) LIMITED,7/15/13,Karachi
14620,0080341,ARCADIA ENTERPRISE (PVT.) LIMITED,6/27/12,Islamabad
14621,0085253,IMMIGRATION XPERTS (PVT.) LIMITED,9/24/13,Islamabad
14622,0084606,WIRESTORM INNOVATIONS (PVT.) LIMITED,7/23/13,Karachi
14623,0084670,FRAS PHARMACEUTICALS (PVT.) LIMITED,7/29/13,Islamabad
14624,0084679,ADIL MUNAWAR HOLDEN'S ENTERPRISES (PVT.) LIMITED,7/30/13,Islamabad
14625,0085899,PURPLE FELLOWS PAKISTAN (PVT.) LIMITED,11/27/13,Lahore
14626,0085886,ALI FUMIGATION (PVT.) LIMITED,11/26/13,Karachi
14627,0085916,SHIFA HERBS (PVT.) LIMITED,11/29/13,Lahore
14628,0081952,DE MUNCHI (PVT.) LIMITED,12/6/12,Lahore
14629,0082229,BRANDS PAKISTAN (PVT.) LIMITED,12/31/12,Karachi
14630,0086547,MALAYSIA PAKISTAN TOURISM EXCHANGE (MAPTEX) (PVT.) LIMITED,1/17/14,Islamabad
14631,0086545,KARWAN-E-ASMAT BIBI TRAVEL & TOURS (PVT.) LIMITED,1/17/14,Islamabad
14632,0086554,SSA ASSOCIATES (PVT.) LIMITED,1/17/14,Islamabad
14633,0080363,VERSANT FURNITURE (PVT.) LIMITED,6/28/12,Karachi
14634,0080365,ANU TELE SHOP (PVT.) LIMITED,6/28/12,Karachi
14635,0080366,NEELUM ESTATE (PVT.) LIMITED,6/28/12,Karachi
14636,0081549,K - ENERGY (PVT.) LIMITED,10/30/12,Karachi
14637,0081741,PAKISTAN LI CHENG INTERNATIONAL (PVT.) LIMITED,11/19/12,Islamabad
14638,0082815,ZOBASRA (PVT.) LIMITED,2/21/13,Lahore
14639,0082851,NICE GARMENTS (PVT.) LIMITED,2/22/13,Islamabad
14640,0083174,ENGINEERS EDUCATING CONSULTANTS (PVT.) LIMITED,3/20/13,Lahore
14641,0083305,XORSAT (PVT.) LIMITED,3/29/13,Karachi
14642,0083350,ABASEEN ENTERPRISES (PVT.) LIMITED,4/4/13,Islamabad
14643,0079349,ESTRA GOLD ASSOCIATES (PVT.) LIMITED,4/18/12,Karachi
14644,0083671,MALIK BROTHERS EDUCATION & CONSULTANCY SERVICES (PVT.) LIMITED,5/6/13,Islamabad
14645,0083731,AL-SHER INTERNATIONAL TRAVELS & TOURS (PVT.) LIMITED,5/8/13,Karachi
14646,0083733,GREEN MERCANTILE (PVT.) LIMITED,5/8/13,Karachi
14647,0083729,ASIL (PVT.) LIMITED,5/8/13,Karachi
14648,0083905,HAR HOUSING DEVELOPMENT (PVT.) LIMITED,5/22/13,Islamabad
14649,0080984,B.BOX TRADING (PVT.) LIMITED,8/31/12,Islamabad
14650,0081001,VERDANT (PVT.) LIMITED,9/3/12,Islamabad
14651,0080981,PLANET COMMUNICATION SERVICES (PVT.) LIMITED,8/31/12,Islamabad
14652,0081174,AL-QURNAIN CONSTRUCTION (PVT.) LIMITED,9/20/12,Islamabad
14653,0084341,LONE ENERGY (PVT.) LIMITED,6/27/13,Islamabad
14654,0084342,ENERGY INTERNATIONAL POWER (PVT.) LIMITED,6/27/13,Islamabad
14655,0084369,MILLENNIUM ADVISORY (PVT.) LIMITED,6/30/13,Islamabad
14656,0084382,XOTIC MEDIA PRODUCTION (PVT.) LIMITED,6/30/13,Islamabad
14657,0081304,USE UNITY (PVT.) LIMITED,10/5/12,Islamabad
14658,0081613,PREMIER AUTOMOTIVE & MANAGEMENT SERVICES (PVT.) LIMITED,11/7/12,Islamabad
14659,0081676,BESTWAY EDUCTIONAL CONSULTANTS AND ADVISERS (PVT.) LIMITED,11/14/12,Islamabad
14660,0081715,SEARCH TRADE (PVT.) LIMITED,11/15/12,Islamabad
14661,0082295,SEARCH ENGINE PARADISE (PVT.) LIMITED,1/7/13,Karachi
14662,0082316,FS DEVELOPMENT CONSULTING (PVT.) LIMITED,1/8/13,Islamabad
14663,0082334,SMARTMATRIC TECHNOLOGIES (PVT.) LIMITED,1/10/13,Islamabad
14664,0082272,FALAH HOMEO & HERBAL LABORATORIES (PVT.) LIMITED,1/4/13,Lahore
14665,0082400,SALSA FOODS (PVT.) LIMITED,1/15/13,Islamabad
14666,0082401,WEST TRAVEL & TOURS (PVT.) LIMITED,1/15/13,Islamabad
14667,0084799,TRAVEL & CULTURE SERVICES (PVT.) LIMITED,8/15/13,Karachi
14668,0085419,CHINA HAH MINING RESOURCES (PVT.) LIMITED,10/8/13,Islamabad
14669,0085919,HAQ EDUCATIONAL SYSTEM (PVT.) LIMITED,11/29/13,Islamabad
14670,0085924,LATITUDE TECHNOLOGIES (PVT.) LIMITED,11/29/13,Islamabad
14671,0085936,TRABIZ (PVT.) LIMITED,11/29/13,Islamabad
14672,0085925,RHOMBICA (PVT.) LIMITED,11/29/13,Lahore
14673,0085960,CAPITAL ENERGY (PVT.) LIMITED,12/3/13,Karachi
14674,0084072,BARKAT ALI RICE FIELDS (PVT.) LIMITED,6/7/13,Islamabad
14675,0084071,CINTOZ CHEMICALS (PVT.) LIMITED,6/7/13,Islamabad
14676,0084398,CONNECTLOUD (PVT.) LIMITED,7/1/13,Karachi
14677,0084395,DRIVE FUEL (PVT.) LIMITED,7/1/13,Karachi
14678,0079629,SUPERB SERVICES INTERNATIONAL (PVT.) LIMITED,5/8/12,Lahore
14679,0077677,GOODWILL SYNERGY (PVT.) LIMITED,11/23/11,Islamabad
14680,0080601,SAHM TRADING (PVT.) LIMITED,7/19/12,Islamabad
14681,0080602,SPARLAY (PVT.) LIMITED,7/19/12,Islamabad
14682,0080600,ENERICH TECHNOLOGIES (PVT.) LIMITED,7/19/12,Islamabad
14683,0080651,AMBIANCE (PVT.) LIMITED,7/24/12,Islamabad
14684,0080626,ZESTY FARMS (PVT.) LIMITED,7/23/12,Lahore
14685,0081833,OCEANIA TRADING & CONTRACTING COMPANY (PVT.) LIMITED,11/27/12,Karachi
14686,0081837,PRIME HARVEST (PVT.) LIMITED,11/27/12,Karachi
14687,0081835,MAKKI IMPEX (PVT.) LIMITED,11/27/12,Karachi
14688,0081834,MAKKI INTERNATIONAL (PVT.) LIMITED,11/27/12,Karachi
14689,0081878,5G VALUE ADDED SERVICES (PVT.) LIMITED,11/29/12,Karachi
14690,0081855,LUCID ART STRATEGIES (PVT.) LIMITED,11/28/12,Karachi
14691,0079621,JABBAR & SONS (PVT.) LIMITED,5/8/12,Islamabad
14692,0079588,ARABIAN WATER LAND DEVELOPMENT (PVT.) LIMITED,5/4/12,Karachi
14693,0078483,TECHLOG CORPORATION (PVT.) LIMITED,2/8/12,Karachi
14694,0078500,VIVOLOGICS (PVT.) LIMITED,2/10/12,Islamabad
14695,0078564,HERALD RESOURCE (PVT.) LIMITED,2/17/12,Karachi
14696,0080076,SANDHI SUDHA TREATMENTS (PVT.) LIMITED,6/5/12,Karachi
14697,0080419,NATYJA (PVT.) LIMITED,7/3/12,Karachi
14698,0078454,ZIARAT-E-DUA (PVT.) LIMITED,2/6/12,Karachi
14699,0078445,ARENA INTERNATIONAL (PVT.) LIMITED,2/3/12,Karachi
14700,0078456,JOE ADES PAKISTAN (PVT.) LIMITED,2/6/12,Karachi
14701,0078480,WAZEER FARMS (PVT.) LIMITED,2/8/12,Karachi
14702,0081328,SANGHAR PARTICLE BOARD (PVT.) LIMITED,10/8/12,Karachi
14703,0078526,SOLAR REVOLUTIONS AND COMPANY (PVT.) LIMITED,2/13/12,Quetta
14704,0080212,TRIPLE TREE MANAGEMENT (PVT.) LIMITED,6/15/12,Karachi
14705,0079637,TISDY LPG (PVT.) LIMITED,5/8/12,Islamabad
14706,0079626,KARWAN-E-MUBAHILA (PVT.) LIMITED,5/8/12,Islamabad
14707,0079632,SMART LEARNING (PVT.) LIMITED,5/8/12,Islamabad
14708,0079827,INTERNATIONAL IMMIGRATION SERVICES (PVT.) LIMITED,5/15/12,Lahore
14709,0078571,MUHAMMAD AKRAM ENTERPRISES (PVT.) LIMITED,2/17/12,Karachi
14710,0078565,SHARRY CONTAINER TERMINAL SERVICES (PVT.) LIMITED,2/17/12,Karachi
14711,0078570,TAHIRA PARVEEN ENTERPRISES (PVT.) LIMITED,2/17/12,Karachi
14712,0078717,HYMTECH TURKENSOL (PVT.) LIMITED,2/28/12,Lahore
14713,0083616,MEOMYO LABS (PVT.) LIMITED,4/26/13,Karachi
14714,0084519,ADAN CORPORATION (PVT.) LIMITED,7/12/13,Karachi
14715,0078736,DIASPORA MAN POWER (PVT.) LIMITED,2/29/12,Karachi
14716,0078729,RED KING UNIVERSAL (PVT.) LIMITED,2/29/12,Islamabad
14717,0078730,CITI ADVERTISEMENT AND FACILITATION SERVICES (PVT.) LIMITED,2/29/12,Islamabad
14718,0084455,NEW DG1 (PVT.) LIMITED,7/5/13,Karachi
14719,0085408,ANNAYA AHMED & CO (PVT.) LIMITED,10/7/13,Islamabad
14720,0079019,J S KAINAT AND COMPANY (PVT.) LIMITED,3/22/12,Quetta
14721,0081750,KAST ARK INTERNATIONAL (PVT.) LIMITED,11/19/12,Islamabad
14722,0081871,GLOMETRICS (PVT.) LIMITED,11/29/12,Lahore
14723,0081872,INDIGO DENIM (PVT.) LIMITED,11/29/12,Lahore
14724,0081861,SAPIENT (PVT.) LIMITED,11/28/12,Islamabad
14725,0078893,CARDIOTECH (PVT.) LIMITED,3/12/12,Karachi
14726,0078900,AMERALD (PVT.) LIMITED,3/12/12,Karachi
14727,0078937,RED PETROLEUM INTERNATIONAL (PVT.) LIMITED,3/14/12,Islamabad
14728,0078972,STRATEGIC OPTIONS (PVT.) LIMITED,3/16/12,Islamabad
14729,0078989,NAVEED-E-MADINA HAJJ & UMRA (PVT.) LIMITED,3/19/12,Islamabad
14730,0078990,TRUST HYDRO ENERGY (PVT.) LIMITED,3/19/12,Islamabad
14731,0080429,ALL CITY 2-D CAR SERVICES (PVT.) LIMITED,7/4/12,Quetta
14732,0080632,COMFORT DESIGN WEAR (PVT.) LIMITED,7/23/12,Karachi
14733,0079162,STEPPINGSTONE PAKISTAN (PVT.) LIMITED,4/4/12,Islamabad
14734,0082107,EURO DUTY FREE SHOP (PVT.) LIMITED,12/20/12,Islamabad
14735,0082114,APICAL PETROLEUM (PVT.) LIMITED,12/20/12,Islamabad
14736,0079614,SUPER QUALITY CHEMICALS (PVT.) LIMITED,5/7/12,Karachi
14737,0079606,SHOE MALL (PVT.) LIMITED,5/7/12,Lahore
14738,0078794,SECURE TRADERS (PVT.) LIMITED,3/5/12,Lahore
14739,0078820,MEHRAN BUSINESS INTERNATIONAL (PVT.) LIMITED,3/6/12,Lahore
14740,0080280,MINTERM (PVT.) LIMITED,6/22/12,Lahore
14741,0080294,HIGHER CONSULTANT TRAVEL & TOURS (PVT.) LIMITED,6/25/12,Islamabad
14742,0080354,LIFE COMMUNICATION (PVT.) LIMITED,6/28/12,Islamabad
14743,0080443,RM PROPERTIES (PVT.) LIMITED,7/5/12,Karachi
14744,0078362,VIRTUE INTERNATIONAL (PVT.) LIMITED,1/30/12,Islamabad
14745,0078375,SALTSIDE TECHNOLOGIES PAKISTAN (PVT.) LIMITED,1/30/12,Karachi
14746,0077926,FALAH COMMODITIES (PVT.) LIMITED,12/20/11,Islamabad
14747,0077791,ASK RESOURCES (PVT.) LIMITED,12/2/11,Lahore
14748,0079796,ALL PRINT SERVICES (PVT.) LIMITED,5/14/12,Islamabad
14749,0079834,ISMAYEL MOGHAL & SONS ENTERPRISES (PVT.) LIMITED,5/15/12,Lahore
